중랑구,중랑천제방 장미벚꽃길,4.0,https://lh5.googleusercontent.com/p/AF1QipMJD_WzIDMfyAppRN5o1eJYR4AmmqGKvDm6Pa0_=w426-h240-k-no,서울특별시 중랑구 중화동 410-11, 별표 4개 ,야간에 걷기도 좋고 배방산둘레길 걷고 아침이나 언제든 걷기 넘 좋음.벚꽃이 넘 멋지고 이쁩니다.
중랑구,나들이공원,4.2,https://lh5.googleusercontent.com/p/AF1QipOmoY7YXgR_ujHtseNYSQMhYAzeT_eFL7O80hQ-=w408-h544-k-no,서울특별시 중랑구 망우동 30-7, 별표 4개 ,커피와 빵 맛나요
중랑구,나들이공원,4.2,https://lh5.googleusercontent.com/p/AF1QipOmoY7YXgR_ujHtseNYSQMhYAzeT_eFL7O80hQ-=w408-h544-k-no,서울특별시 중랑구 망우동 30-7, 별표 4개 ,잘긴리됨
중랑구,나들이공원,4.2,https://lh5.googleusercontent.com/p/AF1QipOmoY7YXgR_ujHtseNYSQMhYAzeT_eFL7O80hQ-=w408-h544-k-no,서울특별시 중랑구 망우동 30-7, 별표 5개 ,나들이하기 좋아요.
중랑구,나들이공원,4.2,https://lh5.googleusercontent.com/p/AF1QipOmoY7YXgR_ujHtseNYSQMhYAzeT_eFL7O80hQ-=w408-h544-k-no,서울특별시 중랑구 망우동 30-7, 별표 5개 ,중랑구망우산에서광진구아차산트레킹코스서울근교에서.가볼수있는아름다운둘레길
중랑구,나들이공원,4.2,https://lh5.googleusercontent.com/p/AF1QipOmoY7YXgR_ujHtseNYSQMhYAzeT_eFL7O80hQ-=w408-h544-k-no,서울특별시 중랑구 망우동 30-7, 별표 4개 ,나들이공원은 잔디가 넓게 펼쳐져있어서 아이들이놀기에 편하고 사방에 나무가많아공기도 좋고 앉아서 맛잇는 음식도 먹을수있게 의자외 평상이 비치되어있어서 참 편리한 공원이다
중랑구,나들이공원,4.2,https://lh5.googleusercontent.com/p/AF1QipOmoY7YXgR_ujHtseNYSQMhYAzeT_eFL7O80hQ-=w408-h544-k-no,서울특별시 중랑구 망우동 30-7, 별표 5개 ,지금은 많이 달라졌지만 집근처에 가볍게 다녀올 수 있는 곳
중랑구,나들이공원,4.2,https://lh5.googleusercontent.com/p/AF1QipOmoY7YXgR_ujHtseNYSQMhYAzeT_eFL7O80hQ-=w408-h544-k-no,서울특별시 중랑구 망우동 30-7, 별표 5개 ,강아지와 산책하기 좋아요
중랑구,나들이공원,4.2,https://lh5.googleusercontent.com/p/AF1QipOmoY7YXgR_ujHtseNYSQMhYAzeT_eFL7O80hQ-=w408-h544-k-no,서울특별시 중랑구 망우동 30-7, 별표 5개 ,서울시내에 위치하고 교통도 주차도 쉬움
중랑구,나들이공원,4.2,https://lh5.googleusercontent.com/p/AF1QipOmoY7YXgR_ujHtseNYSQMhYAzeT_eFL7O80hQ-=w408-h544-k-no,서울특별시 중랑구 망우동 30-7, 별표 3개 ,굿
중랑구,나들이공원,4.2,https://lh5.googleusercontent.com/p/AF1QipOmoY7YXgR_ujHtseNYSQMhYAzeT_eFL7O80hQ-=w408-h544-k-no,서울특별시 중랑구 망우동 30-7, 별표 5개 ,유아들이 뛰어다니기 좋아요. 단 모기가 많아요 ㅠ
중랑구,나들이공원,4.2,https://lh5.googleusercontent.com/p/AF1QipOmoY7YXgR_ujHtseNYSQMhYAzeT_eFL7O80hQ-=w408-h544-k-no,서울특별시 중랑구 망우동 30-7, 별표 4개 ,공기가 좋아요
중랑구,나들이공원,4.2,https://lh5.googleusercontent.com/p/AF1QipOmoY7YXgR_ujHtseNYSQMhYAzeT_eFL7O80hQ-=w408-h544-k-no,서울특별시 중랑구 망우동 30-7, 별표 2개 ,낙시꾼들이많이모여들지요
중랑구,나들이공원,4.2,https://lh5.googleusercontent.com/p/AF1QipOmoY7YXgR_ujHtseNYSQMhYAzeT_eFL7O80hQ-=w408-h544-k-no,서울특별시 중랑구 망우동 30-7, 별표 4개 ,ㅋ동네공원.가까우니 좋내여.
중랑구,나들이공원,4.2,https://lh5.googleusercontent.com/p/AF1QipOmoY7YXgR_ujHtseNYSQMhYAzeT_eFL7O80hQ-=w408-h544-k-no,서울특별시 중랑구 망우동 30-7, 별표 3개 ,저 여기  자주는 아니고 많이 와봤어요
중랑구,나들이공원,4.2,https://lh5.googleusercontent.com/p/AF1QipOmoY7YXgR_ujHtseNYSQMhYAzeT_eFL7O80hQ-=w408-h544-k-no,서울특별시 중랑구 망우동 30-7, 별표 4개 ,놀기 좋았던 장소에요
중랑구,나들이공원,4.2,https://lh5.googleusercontent.com/p/AF1QipOmoY7YXgR_ujHtseNYSQMhYAzeT_eFL7O80hQ-=w408-h544-k-no,서울특별시 중랑구 망우동 30-7, 별표 4개 ,조용해요
중랑구,나들이공원,4.2,https://lh5.googleusercontent.com/p/AF1QipOmoY7YXgR_ujHtseNYSQMhYAzeT_eFL7O80hQ-=w408-h544-k-no,서울특별시 중랑구 망우동 30-7, 별표 4개 ,콩콩장이랑 배드민턴장 있어요
중랑구,나들이공원,4.2,https://lh5.googleusercontent.com/p/AF1QipOmoY7YXgR_ujHtseNYSQMhYAzeT_eFL7O80hQ-=w408-h544-k-no,서울특별시 중랑구 망우동 30-7, 별표 2개 ,발 맛사지하는곳 청소를 요함 하얀돌이 때가 끼여 시커멓고 바닥도 때가끼여 지저분함..
중랑구,나들이공원,4.2,https://lh5.googleusercontent.com/p/AF1QipOmoY7YXgR_ujHtseNYSQMhYAzeT_eFL7O80hQ-=w408-h544-k-no,서울특별시 중랑구 망우동 30-7, 별표 5개 ,레전드히어로 7안녕
중랑구,나들이공원,4.2,https://lh5.googleusercontent.com/p/AF1QipOmoY7YXgR_ujHtseNYSQMhYAzeT_eFL7O80hQ-=w408-h544-k-no,서울특별시 중랑구 망우동 30-7, 별표 5개 ,좋아요
중랑구,나들이공원,4.2,https://lh5.googleusercontent.com/p/AF1QipOmoY7YXgR_ujHtseNYSQMhYAzeT_eFL7O80hQ-=w408-h544-k-no,서울특별시 중랑구 망우동 30-7, 별표 4개 ,좋음
중랑구,나들이공원,4.2,https://lh5.googleusercontent.com/p/AF1QipOmoY7YXgR_ujHtseNYSQMhYAzeT_eFL7O80hQ-=w408-h544-k-no,서울특별시 중랑구 망우동 30-7, 별표 5개 ,잘해놈
중랑구,나들이공원,4.2,https://lh5.googleusercontent.com/p/AF1QipOmoY7YXgR_ujHtseNYSQMhYAzeT_eFL7O80hQ-=w408-h544-k-no,서울특별시 중랑구 망우동 30-7, 별표 5개 ,어쩌고저쩌고
중랑구,나들이공원,4.2,https://lh5.googleusercontent.com/p/AF1QipOmoY7YXgR_ujHtseNYSQMhYAzeT_eFL7O80hQ-=w408-h544-k-no,서울특별시 중랑구 망우동 30-7, 별표 4개 ,(Google 번역 제공) 휴식을 취하고 자신을 상쾌하게 할 수 있는 훌륭한 평화로운 녹색 그늘.(원문)…
중랑구,나들이공원,4.2,https://lh5.googleusercontent.com/p/AF1QipOmoY7YXgR_ujHtseNYSQMhYAzeT_eFL7O80hQ-=w408-h544-k-no,서울특별시 중랑구 망우동 30-7, 별표 4개 ,(Google 번역 제공) 아이들과 놀기 좋은 곳.(원문)…
중랑구,나들이공원,4.2,https://lh5.googleusercontent.com/p/AF1QipOmoY7YXgR_ujHtseNYSQMhYAzeT_eFL7O80hQ-=w408-h544-k-no,서울특별시 중랑구 망우동 30-7, 별표 5개 ,(Google 번역 제공) 조계사 2020 추석! 예쁘다 ~~(원문)…
중랑구,나들이공원,4.2,https://lh5.googleusercontent.com/p/AF1QipOmoY7YXgR_ujHtseNYSQMhYAzeT_eFL7O80hQ-=w408-h544-k-no,서울특별시 중랑구 망우동 30-7, 별표 5개 ,"(Google 번역 제공) 이것은 서울 서쪽에있는 아주 좋고 종종 간과되는 공원입니다. 2 개의 놀이터, 많은 산책로, 다양한 정원, 불교 사원, 캠프장 및 커피 숍이 있습니다. 서울 트레일이 운영합니다. 양원 역 바로 건너편에 있습니다.…"
중랑구,성덕사,3.8,https://lh5.googleusercontent.com/p/AF1QipODvM3zFfjZ793E5eRvWs-Vm03vqAOmw3seIErf=w408-h306-k-no,서울특별시 중랑구 상봉동 303-3, 별표 4개 ,아담하고 깨끗했어요
중랑구,성덕사,3.8,https://lh5.googleusercontent.com/p/AF1QipODvM3zFfjZ793E5eRvWs-Vm03vqAOmw3seIErf=w408-h306-k-no,서울특별시 중랑구 상봉동 303-3, 별표 5개 ,개더운 소주맛집
중랑구,성덕사,3.8,https://lh5.googleusercontent.com/p/AF1QipODvM3zFfjZ793E5eRvWs-Vm03vqAOmw3seIErf=w408-h306-k-no,서울특별시 중랑구 상봉동 303-3, 별표 3개 ,그냥사찰입니다.
중랑구,성덕사,3.8,https://lh5.googleusercontent.com/p/AF1QipODvM3zFfjZ793E5eRvWs-Vm03vqAOmw3seIErf=w408-h306-k-no,서울특별시 중랑구 상봉동 303-3, 별표 3개 ,도심속에서의 힐링
중랑구,성덕사,3.8,https://lh5.googleusercontent.com/p/AF1QipODvM3zFfjZ793E5eRvWs-Vm03vqAOmw3seIErf=w408-h306-k-no,서울특별시 중랑구 상봉동 303-3, 별표 5개 ,봉화산둘레길
중랑구,배밭공원,4.2,https://lh5.googleusercontent.com/p/AF1QipMmqd-uIkSkHV08tKjR6mQzhUyGrAuTcjbaA4Vl=w426-h240-k-no,서울특별시 중랑구 망우3동 산69-203, 별표 4개 ,"좋아요,사가정역에서망우역까지둘레길입니다."
중랑구,배밭공원,4.2,https://lh5.googleusercontent.com/p/AF1QipMmqd-uIkSkHV08tKjR6mQzhUyGrAuTcjbaA4Vl=w426-h240-k-no,서울특별시 중랑구 망우3동 산69-203, 별표 5개 ,산책하기 좋아요~ 여기 벚꽃피면  정말 이뻐요~
중랑구,배밭공원,4.2,https://lh5.googleusercontent.com/p/AF1QipMmqd-uIkSkHV08tKjR6mQzhUyGrAuTcjbaA4Vl=w426-h240-k-no,서울특별시 중랑구 망우3동 산69-203, 별표 5개 ,공원도 잘 가꾸고 깨끗하고 공기도 아주 좋아요주변 산책로가 아주  잘 되어 있습니다
중랑구,배밭공원,4.2,https://lh5.googleusercontent.com/p/AF1QipMmqd-uIkSkHV08tKjR6mQzhUyGrAuTcjbaA4Vl=w426-h240-k-no,서울특별시 중랑구 망우3동 산69-203, 별표 4개 ,여기는 강아지산책하러 가는편이에요. 조경도 잘 조성되어있고 중간중간 벤치도 있어 쉬기도 좋구요.산책시키기 편하고 좋아서요~  다만 같은 반려견을 키우는 입장으로서 내가 키우는 강아지가 똥을 싸면 잘 수거해가고 하네스도 잘하고 다니셨으면합니다. 당장은 편하시겠지만…
중랑구,배밭공원,4.2,https://lh5.googleusercontent.com/p/AF1QipMmqd-uIkSkHV08tKjR6mQzhUyGrAuTcjbaA4Vl=w426-h240-k-no,서울특별시 중랑구 망우3동 산69-203, 별표 5개 ,아주 좋네요~
중랑구,배밭공원,4.2,https://lh5.googleusercontent.com/p/AF1QipMmqd-uIkSkHV08tKjR6mQzhUyGrAuTcjbaA4Vl=w426-h240-k-no,서울특별시 중랑구 망우3동 산69-203, 별표 5개 ,운동기구 와 자연이 어우러진 공기 좋은곳 아이들과 산책하기 정말 좋아요
중랑구,배밭공원,4.2,https://lh5.googleusercontent.com/p/AF1QipMmqd-uIkSkHV08tKjR6mQzhUyGrAuTcjbaA4Vl=w426-h240-k-no,서울특별시 중랑구 망우3동 산69-203, 별표 4개 ,가볍게 동네 산책하기 좋은 공원
중랑구,배밭공원,4.2,https://lh5.googleusercontent.com/p/AF1QipMmqd-uIkSkHV08tKjR6mQzhUyGrAuTcjbaA4Vl=w426-h240-k-no,서울특별시 중랑구 망우3동 산69-203, 별표 4개 ,조용히 산책하기는 좋아요
중랑구,배밭공원,4.2,https://lh5.googleusercontent.com/p/AF1QipMmqd-uIkSkHV08tKjR6mQzhUyGrAuTcjbaA4Vl=w426-h240-k-no,서울특별시 중랑구 망우3동 산69-203, 별표 3개 ,공기너무좋은데담배꽁초가너무많아요
중랑구,배밭공원,4.2,https://lh5.googleusercontent.com/p/AF1QipMmqd-uIkSkHV08tKjR6mQzhUyGrAuTcjbaA4Vl=w426-h240-k-no,서울특별시 중랑구 망우3동 산69-203, 별표 5개 ,좋아요 공기좋고 산책하구아이들과 놀기좋아요^
중랑구,배밭공원,4.2,https://lh5.googleusercontent.com/p/AF1QipMmqd-uIkSkHV08tKjR6mQzhUyGrAuTcjbaA4Vl=w426-h240-k-no,서울특별시 중랑구 망우3동 산69-203, 별표 4개 ,알밤과 도토리 떨어지는 소리가 들리는 가을속으로  들어갑니다
중랑구,배밭공원,4.2,https://lh5.googleusercontent.com/p/AF1QipMmqd-uIkSkHV08tKjR6mQzhUyGrAuTcjbaA4Vl=w426-h240-k-no,서울특별시 중랑구 망우3동 산69-203, 별표 5개 ,운동좋음
중랑구,배밭공원,4.2,https://lh5.googleusercontent.com/p/AF1QipMmqd-uIkSkHV08tKjR6mQzhUyGrAuTcjbaA4Vl=w426-h240-k-no,서울특별시 중랑구 망우3동 산69-203, 별표 5개 ,사람이맣치안아서좋앗다
중랑구,배밭공원,4.2,https://lh5.googleusercontent.com/p/AF1QipMmqd-uIkSkHV08tKjR6mQzhUyGrAuTcjbaA4Vl=w426-h240-k-no,서울특별시 중랑구 망우3동 산69-203, 별표 5개 ,가벼운등산. 산책
중랑구,배밭공원,4.2,https://lh5.googleusercontent.com/p/AF1QipMmqd-uIkSkHV08tKjR6mQzhUyGrAuTcjbaA4Vl=w426-h240-k-no,서울특별시 중랑구 망우3동 산69-203, 별표 4개 ,산첵로가  너무  촣아요.
중랑구,배밭공원,4.2,https://lh5.googleusercontent.com/p/AF1QipMmqd-uIkSkHV08tKjR6mQzhUyGrAuTcjbaA4Vl=w426-h240-k-no,서울특별시 중랑구 망우3동 산69-203, 별표 2개 ,그냥 지나가는길였음
중랑구,배밭공원,4.2,https://lh5.googleusercontent.com/p/AF1QipMmqd-uIkSkHV08tKjR6mQzhUyGrAuTcjbaA4Vl=w426-h240-k-no,서울특별시 중랑구 망우3동 산69-203, 별표 4개 ,공기 좋고 조용한 장소에운동기구가 다양하게있어서 활용하기가 참좋았어요
중랑구,배밭공원,4.2,https://lh5.googleusercontent.com/p/AF1QipMmqd-uIkSkHV08tKjR6mQzhUyGrAuTcjbaA4Vl=w426-h240-k-no,서울특별시 중랑구 망우3동 산69-203, 별표 5개 ,제가 살고있는 집 바로 앞에있고 공기좋고 산책하며 운동하기도 좋아요~!! 다만 밤에는 나무들 땜시롱 어두워서 살짝 무서운것만 빼면 다 좋아요
중랑구,배밭공원,4.2,https://lh5.googleusercontent.com/p/AF1QipMmqd-uIkSkHV08tKjR6mQzhUyGrAuTcjbaA4Vl=w426-h240-k-no,서울특별시 중랑구 망우3동 산69-203, 별표 5개 ,용마산 자락의 초입에 있는 공원 입니다~^버스 길에서 도보 5분 걸으면  공원이 있는데 여러가지 꽃과 휴식하기 좋으며  시골 공기를 느낄수 있어 용마산 자락길과  연계되어 있어 참좋아요~저는 자주강쥐 산책 시키며 이용 합니다~^♡
중랑구,배밭공원,4.2,https://lh5.googleusercontent.com/p/AF1QipMmqd-uIkSkHV08tKjR6mQzhUyGrAuTcjbaA4Vl=w426-h240-k-no,서울특별시 중랑구 망우3동 산69-203, 별표 5개 ,마을 뒷산 이예요 배밭공원내에 있는 큰바위에 앉아 앞산 날망에 지는 해넘이를 폭 넓게 볼 수 있어 참 기분 좋은 곳 입니다.
중랑구,배밭공원,4.2,https://lh5.googleusercontent.com/p/AF1QipMmqd-uIkSkHV08tKjR6mQzhUyGrAuTcjbaA4Vl=w426-h240-k-no,서울특별시 중랑구 망우3동 산69-203, 별표 4개 ,멍멍이 데리고 산책하기 좋음 나무가 많아서 그런지 벌레가 엄청 많다
중랑구,배밭공원,4.2,https://lh5.googleusercontent.com/p/AF1QipMmqd-uIkSkHV08tKjR6mQzhUyGrAuTcjbaA4Vl=w426-h240-k-no,서울특별시 중랑구 망우3동 산69-203, 별표 5개 ,공기도좋고  푸른 숲이 있어서 시원합니다
중랑구,배밭공원,4.2,https://lh5.googleusercontent.com/p/AF1QipMmqd-uIkSkHV08tKjR6mQzhUyGrAuTcjbaA4Vl=w426-h240-k-no,서울특별시 중랑구 망우3동 산69-203, 별표 4개 ,조용하고 한가하고 공기좋고 주차편합니다
중랑구,배밭공원,4.2,https://lh5.googleusercontent.com/p/AF1QipMmqd-uIkSkHV08tKjR6mQzhUyGrAuTcjbaA4Vl=w426-h240-k-no,서울특별시 중랑구 망우3동 산69-203, 별표 4개 ,조용하고 깨끝해서 좋아습니다.
중랑구,배밭공원,4.2,https://lh5.googleusercontent.com/p/AF1QipMmqd-uIkSkHV08tKjR6mQzhUyGrAuTcjbaA4Vl=w426-h240-k-no,서울특별시 중랑구 망우3동 산69-203, 별표 5개 ,조성되어진지 몇년이 지난공원 시설물이나 산책로가 잘 조성되어있어서 좋습니다.
중랑구,배밭공원,4.2,https://lh5.googleusercontent.com/p/AF1QipMmqd-uIkSkHV08tKjR6mQzhUyGrAuTcjbaA4Vl=w426-h240-k-no,서울특별시 중랑구 망우3동 산69-203, 별표 5개 ,저녁먹고 운동하러 가면 공기도 좋고 운동 코스도 참 좋습니다
중랑구,배밭공원,4.2,https://lh5.googleusercontent.com/p/AF1QipMmqd-uIkSkHV08tKjR6mQzhUyGrAuTcjbaA4Vl=w426-h240-k-no,서울특별시 중랑구 망우3동 산69-203, 별표 4개 ,산책하기 정말 좋은곳
중랑구,배밭공원,4.2,https://lh5.googleusercontent.com/p/AF1QipMmqd-uIkSkHV08tKjR6mQzhUyGrAuTcjbaA4Vl=w426-h240-k-no,서울특별시 중랑구 망우3동 산69-203, 별표 5개 ,자연 속의 공원공기 좋고 ~~~머리도 맑아지고~~♡
중랑구,배밭공원,4.2,https://lh5.googleusercontent.com/p/AF1QipMmqd-uIkSkHV08tKjR6mQzhUyGrAuTcjbaA4Vl=w426-h240-k-no,서울특별시 중랑구 망우3동 산69-203, 별표 5개 ,운동하기 너무 좋은곳
중랑구,배밭공원,4.2,https://lh5.googleusercontent.com/p/AF1QipMmqd-uIkSkHV08tKjR6mQzhUyGrAuTcjbaA4Vl=w426-h240-k-no,서울특별시 중랑구 망우3동 산69-203, 별표 5개 ,걷기좋은코스
중랑구,배밭공원,4.2,https://lh5.googleusercontent.com/p/AF1QipMmqd-uIkSkHV08tKjR6mQzhUyGrAuTcjbaA4Vl=w426-h240-k-no,서울특별시 중랑구 망우3동 산69-203, 별표 5개 ,동네 공원인데 너무 심하게 고퀄 ㅋㅋㅋ 석양이 끝내주는 전망대가 있음!
중랑구,배밭공원,4.2,https://lh5.googleusercontent.com/p/AF1QipMmqd-uIkSkHV08tKjR6mQzhUyGrAuTcjbaA4Vl=w426-h240-k-no,서울특별시 중랑구 망우3동 산69-203, 별표 5개 ,산책로 최고.
중랑구,배밭공원,4.2,https://lh5.googleusercontent.com/p/AF1QipMmqd-uIkSkHV08tKjR6mQzhUyGrAuTcjbaA4Vl=w426-h240-k-no,서울특별시 중랑구 망우3동 산69-203, 별표 4개 ,아이와 산책을 하엿어요~^^
중랑구,배밭공원,4.2,https://lh5.googleusercontent.com/p/AF1QipMmqd-uIkSkHV08tKjR6mQzhUyGrAuTcjbaA4Vl=w426-h240-k-no,서울특별시 중랑구 망우3동 산69-203, 별표 3개 ,공기가좋다
중랑구,배밭공원,4.2,https://lh5.googleusercontent.com/p/AF1QipMmqd-uIkSkHV08tKjR6mQzhUyGrAuTcjbaA4Vl=w426-h240-k-no,서울특별시 중랑구 망우3동 산69-203, 별표 2개 ,아주좋아~
중랑구,배밭공원,4.2,https://lh5.googleusercontent.com/p/AF1QipMmqd-uIkSkHV08tKjR6mQzhUyGrAuTcjbaA4Vl=w426-h240-k-no,서울특별시 중랑구 망우3동 산69-203, 별표 5개 ,내 주차공간 거주자
중랑구,배밭공원,4.2,https://lh5.googleusercontent.com/p/AF1QipMmqd-uIkSkHV08tKjR6mQzhUyGrAuTcjbaA4Vl=w426-h240-k-no,서울특별시 중랑구 망우3동 산69-203, 별표 5개 ,좋아요~~
중랑구,배밭공원,4.2,https://lh5.googleusercontent.com/p/AF1QipMmqd-uIkSkHV08tKjR6mQzhUyGrAuTcjbaA4Vl=w426-h240-k-no,서울특별시 중랑구 망우3동 산69-203, 별표 4개 ,좋습니다
중랑구,배밭공원,4.2,https://lh5.googleusercontent.com/p/AF1QipMmqd-uIkSkHV08tKjR6mQzhUyGrAuTcjbaA4Vl=w426-h240-k-no,서울특별시 중랑구 망우3동 산69-203, 별표 2개 ,어딘지 몰라요
중랑구,배밭공원,4.2,https://lh5.googleusercontent.com/p/AF1QipMmqd-uIkSkHV08tKjR6mQzhUyGrAuTcjbaA4Vl=w426-h240-k-no,서울특별시 중랑구 망우3동 산69-203, 별표 5개 ,배밭공윈
중랑구,배밭공원,4.2,https://lh5.googleusercontent.com/p/AF1QipMmqd-uIkSkHV08tKjR6mQzhUyGrAuTcjbaA4Vl=w426-h240-k-no,서울특별시 중랑구 망우3동 산69-203, 별표 4개 ,배밭공원
중랑구,배밭공원,4.2,https://lh5.googleusercontent.com/p/AF1QipMmqd-uIkSkHV08tKjR6mQzhUyGrAuTcjbaA4Vl=w426-h240-k-no,서울특별시 중랑구 망우3동 산69-203, 별표 5개 ,(Google 번역 제공) 좋은 와우(원문)Wow nice
중랑구,망우가로공원,3.6,https://lh5.googleusercontent.com/p/AF1QipP7yp_JGQAEbEke6Fq4-1LPZgI5SoS6qvDwsDEO=w408-h725-k-no,서울특별시 중랑구 망우동, 별표 3개 ,주민이이용하기좋다
중랑구,배꽃공원,3.9,https://lh5.googleusercontent.com/p/AF1QipPkBSZZMBHAcLSaiU9sJnmCe5A5CSqAAbsW6Dlw=w408-h544-k-no,서울특별시 중랑구 중화동, 별표 5개 ,산책하기 좋음
중랑구,배꽃공원,3.9,https://lh5.googleusercontent.com/p/AF1QipPkBSZZMBHAcLSaiU9sJnmCe5A5CSqAAbsW6Dlw=w408-h544-k-no,서울특별시 중랑구 중화동, 별표 4개 ,배끛이 하얗게 핀 봄이 멋집니다.
중랑구,배꽃공원,3.9,https://lh5.googleusercontent.com/p/AF1QipPkBSZZMBHAcLSaiU9sJnmCe5A5CSqAAbsW6Dlw=w408-h544-k-no,서울특별시 중랑구 중화동, 별표 5개 ,연인과 산책하고 데이트 하기 좋아요
중랑구,배꽃공원,3.9,https://lh5.googleusercontent.com/p/AF1QipPkBSZZMBHAcLSaiU9sJnmCe5A5CSqAAbsW6Dlw=w408-h544-k-no,서울특별시 중랑구 중화동, 별표 5개 ,아담하고 조용하다ㆍ
중랑구,배꽃공원,3.9,https://lh5.googleusercontent.com/p/AF1QipPkBSZZMBHAcLSaiU9sJnmCe5A5CSqAAbsW6Dlw=w408-h544-k-no,서울특별시 중랑구 중화동, 별표 5개 ,오전에는 어린이집아이들이. 낮에는 어른이들이 저녁에는 청소년들이 모이는 공간이네요.
중랑구,배꽃공원,3.9,https://lh5.googleusercontent.com/p/AF1QipPkBSZZMBHAcLSaiU9sJnmCe5A5CSqAAbsW6Dlw=w408-h544-k-no,서울특별시 중랑구 중화동, 별표 2개 ,"공원이 쓸쓸해 보이는 게 흠이지만, 힐링을 원하는 사람들이 많이 모여 만족해 하고 있다"
중랑구,배꽃공원,3.9,https://lh5.googleusercontent.com/p/AF1QipPkBSZZMBHAcLSaiU9sJnmCe5A5CSqAAbsW6Dlw=w408-h544-k-no,서울특별시 중랑구 중화동, 별표 4개 ,2018 레노베이션 한 오래된 놀이터
중랑구,배꽃공원,3.9,https://lh5.googleusercontent.com/p/AF1QipPkBSZZMBHAcLSaiU9sJnmCe5A5CSqAAbsW6Dlw=w408-h544-k-no,서울특별시 중랑구 중화동, 별표 5개 ,새롭게 리모델링 공사를 하고 조합놀이대가 멋지내요 아이들이 좋아라하는 모습 너무 예쁘죠
중랑구,배꽃공원,3.9,https://lh5.googleusercontent.com/p/AF1QipPkBSZZMBHAcLSaiU9sJnmCe5A5CSqAAbsW6Dlw=w408-h544-k-no,서울특별시 중랑구 중화동, 별표 2개 ,땡볕임.. 쉴 공간이 없음
중랑구,용마산입구,4.2,https://lh5.googleusercontent.com/p/AF1QipO83uoDv9IQwb2Khp8xQ6r_UQBoO20756PtqRey=w408-h544-k-no,서울특별시 중랑구 면목4동 산75-1, 별표 3개 ,용마산역2번 출구로 나와서 용마폭포공원으로 가셔도 공원을 가로질러 결국 이 지점으로 와서 등산을 시작하게되고 아니면 2번 출구를 나와서 뒤로 돌아 아파트단지와 빌라 사이길로 들어가서 등산로 입구를 찾아도 결국은 여기서 시작하는 등산로와  만나서 올라가게 되요.…
중랑구,용마산입구,4.2,https://lh5.googleusercontent.com/p/AF1QipO83uoDv9IQwb2Khp8xQ6r_UQBoO20756PtqRey=w408-h544-k-no,서울특별시 중랑구 면목4동 산75-1, 별표 5개 ,멋있어요
중랑구,용마산입구,4.2,https://lh5.googleusercontent.com/p/AF1QipO83uoDv9IQwb2Khp8xQ6r_UQBoO20756PtqRey=w408-h544-k-no,서울특별시 중랑구 면목4동 산75-1, 별표 3개 ,쾌적하고조용해서너무좋아요.
중랑구,용마산입구,4.2,https://lh5.googleusercontent.com/p/AF1QipO83uoDv9IQwb2Khp8xQ6r_UQBoO20756PtqRey=w408-h544-k-no,서울특별시 중랑구 면목4동 산75-1, 별표 5개 ,휴하는곳
중랑구,한신공원,3.9,https://lh5.googleusercontent.com/p/AF1QipMyU0KQApnwhtpBa_WmUZ-T032BYdmNDgncYhJR=w426-h240-k-no,서울특별시 중랑구 면목동, 별표 4개 ,이곳은 아이들이 많아서 운전 하시는 분들은 조심하세요~ 바로옆에 유지원도 있습니다.
중랑구,한신공원,3.9,https://lh5.googleusercontent.com/p/AF1QipMyU0KQApnwhtpBa_WmUZ-T032BYdmNDgncYhJR=w426-h240-k-no,서울특별시 중랑구 면목동, 별표 5개 ,좋아요
중랑구,한신공원,3.9,https://lh5.googleusercontent.com/p/AF1QipMyU0KQApnwhtpBa_WmUZ-T032BYdmNDgncYhJR=w426-h240-k-no,서울특별시 중랑구 면목동, 별표 4개 ,걍 동네임
중랑구,한신공원,3.9,https://lh5.googleusercontent.com/p/AF1QipMyU0KQApnwhtpBa_WmUZ-T032BYdmNDgncYhJR=w426-h240-k-no,서울특별시 중랑구 면목동, 별표 3개 ,편하다 하지만 공사를 많이한다
중랑구,면목공원,3.6,https://lh5.googleusercontent.com/p/AF1QipMyCGiG_sGmfpxqGfyUP5bnb7WWijrSSsj37RyO=w408-h544-k-no,서울특별시 중랑구 면목동, 별표 5개 ,아이들이 무지 좋아해요. 흙 놀이를 물과 같이 놀면 잼있게 잘 놀아요
중랑구,면목공원,3.6,https://lh5.googleusercontent.com/p/AF1QipMyCGiG_sGmfpxqGfyUP5bnb7WWijrSSsj37RyO=w408-h544-k-no,서울특별시 중랑구 면목동, 별표 4개 ,보수 공사 완료두 마리 말 조형물도 이채롭고가끔은 벼룩시장이나 작은 공연도 열림.…
중랑구,면목공원,3.6,https://lh5.googleusercontent.com/p/AF1QipMyCGiG_sGmfpxqGfyUP5bnb7WWijrSSsj37RyO=w408-h544-k-no,서울특별시 중랑구 면목동, 별표 4개 ,"어린이공원으로 조성 바닥은 고무재질로 되어있고, 시소 그네 등의 기본시설있음 체력단력 설비는 추천하지 않음"
중랑구,면목공원,3.6,https://lh5.googleusercontent.com/p/AF1QipMyCGiG_sGmfpxqGfyUP5bnb7WWijrSSsj37RyO=w408-h544-k-no,서울특별시 중랑구 면목동, 별표 4개 ,조용하고 아이들 놀기 좋아요
